Datum,Ort,Produkt,Anzahl
2017-12-04,Ilmenau,AutoPilot,589
2017-12-04,Jena,SmartDesk,641
2017-12-04,Jena,HealthHub,352
2017-12-04,Jena,QuantumStorage,520
2017-12-04,Jena,LearningSphere,780
2017-12-04,Jena,AutoPilot,505
2017-12-04,Weimar,SmartDesk,120
2017-12-04,Weimar,HealthHub,124
2017-12-04,Weimar,QuantumStorage,371
2017-12-04,Weimar,LearningSphere,721
2017-12-04,Weimar,AutoPilot,583
2017-12-05,Erfurt,SmartDesk,340
2017-12-05,Erfurt,HealthHub,491
2017-12-05,Erfurt,QuantumStorage,276
2017-12-05,Erfurt,LearningSphere,638
2017-12-05,Erfurt,AutoPilot,715
2017-12-05,Ilmenau,SmartDesk,385
2017-12-05,Ilmenau,HealthHub,171
2017-12-05,Ilmenau,QuantumStorage,8
2017-12-05,Ilmenau,LearningSphere,757
2017-12-05,Ilmenau,AutoPilot,435
2017-12-05,Jena,SmartDesk,492
2017-12-05,Jena,HealthHub,224
2017-12-05,Jena,QuantumStorage,311
2017-12-05,Jena,LearningSphere,555
2017-12-05,Jena,AutoPilot,259
2017-12-05,Weimar,SmartDesk,87
2017-12-05,Weimar,HealthHub,76
2017-12-05,Weimar,QuantumStorage,229
2017-12-05,Weimar,LearningSphere,558
2017-12-05,Weimar,AutoPilot,340
2017-12-06,Erfurt,SmartDesk,496
2017-12-06,Erfurt,HealthHub,576
2017-12-06,Erfurt,QuantumStorage,403
2017-12-06,Erfurt,LearningSphere,794
2017-12-06,Erfurt,AutoPilot,706
2017-12-06,Ilmenau,SmartDesk,435
2017-12-06,Ilmenau,HealthHub,257
2017-12-06,Ilmenau,QuantumStorage,8
2017-12-06,Ilmenau,LearningSphere,866
2017-12-06,Ilmenau,AutoPilot,475
2017-12-06,Jena,SmartDesk,531
2017-12-06,Jena,HealthHub,319
2017-12-06,Jena,QuantumStorage,439
2017-12-06,Jena,LearningSphere,659
2017-12-06,Jena,AutoPilot,391
2017-12-06,Weimar,SmartDesk,104
2017-12-06,Weimar,HealthHub,99
2017-12-06,Weimar,QuantumStorage,320
2017-12-06,Weimar,LearningSphere,706
2017-12-06,Weimar,AutoPilot,496
2017-12-07,Erfurt,SmartDesk,563
2017-12-07,Erfurt,HealthHub,766
2017-12-07,Erfurt,QuantumStorage,499
2017-12-07,Erfurt,LearningSphere,875
2017-12-07,Erfurt,AutoPilot,941
2017-12-07,Ilmenau,SmartDesk,519
2017-12-07,Ilmenau,HealthHub,284
2017-12-07,Ilmenau,QuantumStorage,11
2017-12-07,Ilmenau,LearningSphere,832
2017-12-07,Ilmenau,AutoPilot,593
2017-12-07,Jena,SmartDesk,540
2017-12-07,Jena,HealthHub,333
2017-12-07,Jena,QuantumStorage,439
2017-12-07,Jena,LearningSphere,737
2017-12-07,Jena,AutoPilot,437
2017-12-07,Weimar,SmartDesk,132
2017-12-07,Weimar,HealthHub,116
2017-12-07,Weimar,QuantumStorage,354
2017-12-07,Weimar,LearningSphere,678
2017-12-07,Weimar,AutoPilot,563
2017-12-08,Erfurt,SmartDesk,415
2017-12-08,Erfurt,HealthHub,634
2017-12-08,Erfurt,QuantumStorage,365
2017-12-08,Erfurt,LearningSphere,747
2017-12-08,Erfurt,AutoPilot,721
2017-12-08,Ilmenau,SmartDesk,347
2017-12-08,Ilmenau,HealthHub,239
2017-12-08,Ilmenau,QuantumStorage,8
2017-12-08,Ilmenau,LearningSphere,802
2017-12-08,Ilmenau,AutoPilot,512
2017-12-08,Jena,SmartDesk,483
2017-12-08,Jena,HealthHub,240
2017-12-08,Jena,QuantumStorage,395
2017-12-08,Jena,LearningSphere,524
2017-12-08,Jena,AutoPilot,344
2017-12-08,Weimar,SmartDesk,106
2017-12-08,Weimar,HealthHub,95
2017-12-08,Weimar,QuantumStorage,260
2017-12-08,Weimar,LearningSphere,507
2017-12-08,Weimar,AutoPilot,415
2017-12-09,Erfurt,SmartDesk,0
2017-12-09,Erfurt,HealthHub,0
2017-12-09,Erfurt,QuantumStorage,0
2017-12-09,Erfurt,LearningSphere,0
2017-12-09,Erfurt,AutoPilot,0
2017-12-09,Ilmenau,SmartDesk,0
2017-12-09,Ilmenau,HealthHub,0
2017-12-09,Ilmenau,QuantumStorage,0
2017-12-09,Ilmenau,LearningSphere,0
2017-12-09,Ilmenau,AutoPilot,0
2017-12-09,Jena,SmartDesk,0
2017-12-09,Jena,HealthHub,0
2017-12-09,Jena,QuantumStorage,0
2017-12-09,Jena,LearningSphere,0
2017-12-09,Jena,AutoPilot,0
2017-12-09,Weimar,SmartDesk,0
2017-12-09,Weimar,HealthHub,0
2017-12-09,Weimar,QuantumStorage,0
2017-12-09,Weimar,LearningSphere,0
2017-12-09,Weimar,AutoPilot,0
2017-12-10,Erfurt,SmartDesk,0
2017-12-10,Erfurt,HealthHub,0
2017-12-10,Erfurt,QuantumStorage,0
2017-12-10,Erfurt,LearningSphere,0
2017-12-10,Erfurt,AutoPilot,0
2017-12-10,Ilmenau,SmartDesk,0
2017-12-10,Ilmenau,HealthHub,0
2017-12-10,Ilmenau,QuantumStorage,0
2017-12-10,Ilmenau,LearningSphere,0
2017-12-10,Ilmenau,AutoPilot,0
2017-12-10,Jena,SmartDesk,0
2017-12-10,Jena,HealthHub,0
2017-12-10,Jena,QuantumStorage,0
2017-12-10,Jena,LearningSphere,0
2017-12-10,Jena,AutoPilot,0
2017-12-10,Weimar,SmartDesk,0
2017-12-10,Weimar,HealthHub,0
2017-12-10,Weimar,QuantumStorage,0
2017-12-10,Weimar,LearningSphere,0
2017-12-10,Weimar,AutoPilot,0
2017-12-11,Erfurt,SmartDesk,603
2017-12-11,Erfurt,HealthHub,714
2017-12-11,Erfurt,QuantumStorage,428
2017-12-11,Erfurt,LearningSphere,927
2017-12-11,Erfurt,AutoPilot,922
2017-12-11,Ilmenau,SmartDesk,481
2017-12-11,Ilmenau,HealthHub,279
2017-12-11,Ilmenau,QuantumStorage,6
2017-12-11,Ilmenau,LearningSphere,1081
2017-12-11,Ilmenau,AutoPilot,665
2017-12-11,Jena,SmartDesk,678
2017-12-11,Jena,HealthHub,415
2017-12-11,Jena,QuantumStorage,513
2017-12-11,Jena,LearningSphere,761
2017-12-11,Jena,AutoPilot,490
2017-12-11,Weimar,SmartDesk,141
2017-12-11,Weimar,HealthHub,130
2017-12-11,Weimar,QuantumStorage,416
2017-12-11,Weimar,LearningSphere,833
2017-12-11,Weimar,AutoPilot,603
2017-12-12,Erfurt,SmartDesk,454
2017-12-12,Erfurt,HealthHub,604
2017-12-12,Erfurt,QuantumStorage,306
2017-12-12,Erfurt,LearningSphere,634
2017-12-12,Erfurt,AutoPilot,648
2017-12-12,Ilmenau,SmartDesk,396
2017-12-12,Ilmenau,HealthHub,181
2017-12-12,Ilmenau,QuantumStorage,4
2017-12-12,Ilmenau,LearningSphere,619
2017-12-12,Ilmenau,AutoPilot,493
2017-12-12,Jena,SmartDesk,459
2017-12-12,Jena,HealthHub,279
2017-12-12,Jena,QuantumStorage,322
2017-12-12,Jena,LearningSphere,538
2017-12-12,Jena,AutoPilot,312
2017-12-12,Weimar,SmartDesk,83
2017-12-12,Weimar,HealthHub,91
2017-12-12,Weimar,QuantumStorage,264
2017-12-12,Weimar,LearningSphere,614
2017-12-12,Weimar,AutoPilot,454
2017-12-13,Erfurt,SmartDesk,531
2017-12-13,Erfurt,HealthHub,710
2017-12-13,Erfurt,QuantumStorage,364
2017-12-13,Erfurt,LearningSphere,801
2017-12-13,Erfurt,AutoPilot,675
2017-12-13,Ilmenau,SmartDesk,377
2017-12-13,Ilmenau,HealthHub,232
2017-12-13,Ilmenau,QuantumStorage,4
2017-12-13,Ilmenau,LearningSphere,856
2017-12-13,Ilmenau,AutoPilot,463
2017-12-13,Jena,SmartDesk,511
2017-12-13,Jena,HealthHub,325
2017-12-13,Jena,QuantumStorage,430
2017-12-13,Jena,LearningSphere,675
2017-12-13,Jena,AutoPilot,395
2017-12-13,Weimar,SmartDesk,104
2017-12-13,Weimar,HealthHub,99
2017-12-13,Weimar,QuantumStorage,288
2017-12-13,Weimar,LearningSphere,697
2017-12-13,Weimar,AutoPilot,531
2017-12-14,Erfurt,SmartDesk,540
2017-12-14,Erfurt,HealthHub,654
2017-12-14,Erfurt,QuantumStorage,404
2017-12-14,Erfurt,LearningSphere,961
2017-12-14,Erfurt,AutoPilot,924
2017-12-14,Ilmenau,SmartDesk,456
2017-12-14,Ilmenau,HealthHub,260
2017-12-14,Ilmenau,QuantumStorage,4
2017-12-14,Ilmenau,LearningSphere,868
2017-12-14,Ilmenau,AutoPilot,627
2017-12-14,Jena,SmartDesk,546
2017-12-14,Jena,HealthHub,383
2017-12-14,Jena,QuantumStorage,424
2017-12-14,Jena,LearningSphere,801
2017-12-14,Jena,AutoPilot,465
2017-12-14,Weimar,SmartDesk,132
2017-12-14,Weimar,HealthHub,115
2017-12-14,Weimar,QuantumStorage,385
2017-12-14,Weimar,LearningSphere,773
2017-12-14,Weimar,AutoPilot,540
2017-12-15,Erfurt,SmartDesk,416
2017-12-15,Erfurt,HealthHub,522
2017-12-15,Erfurt,QuantumStorage,334
2017-12-15,Erfurt,LearningSphere,709
2017-12-15,Erfurt,AutoPilot,574
2017-12-15,Ilmenau,SmartDesk,412
2017-12-15,Ilmenau,HealthHub,204
2017-12-15,Ilmenau,QuantumStorage,2
2017-12-15,Ilmenau,LearningSphere,737
2017-12-15,Ilmenau,AutoPilot,543
2017-12-15,Jena,SmartDesk,479
2017-12-15,Jena,HealthHub,267
2017-12-15,Jena,QuantumStorage,336
2017-12-15,Jena,LearningSphere,573
2017-12-15,Jena,AutoPilot,295
2017-12-15,Weimar,SmartDesk,82
2017-12-15,Weimar,HealthHub,81
2017-12-15,Weimar,QuantumStorage,326
2017-12-15,Weimar,LearningSphere,555
2017-12-15,Weimar,AutoPilot,416
2017-12-16,Erfurt,SmartDesk,0
2017-12-16,Erfurt,HealthHub,0
2017-12-16,Erfurt,QuantumStorage,0
2017-12-16,Erfurt,LearningSphere,0
2017-12-16,Erfurt,AutoPilot,0
2017-12-16,Ilmenau,SmartDesk,0
2017-12-16,Ilmenau,HealthHub,0
2017-12-16,Ilmenau,QuantumStorage,0
2017-12-16,Ilmenau,LearningSphere,0
2017-12-16,Ilmenau,AutoPilot,0
2017-12-16,Jena,SmartDesk,0
2017-12-16,Jena,HealthHub,0
2017-12-16,Jena,QuantumStorage,0
2017-12-16,Jena,LearningSphere,0
2017-12-16,Jena,AutoPilot,0
2017-12-16,Weimar,SmartDesk,0
2017-12-16,Weimar,HealthHub,0
2017-12-16,Weimar,QuantumStorage,0
2017-12-16,Weimar,LearningSphere,0
2017-12-16,Weimar,AutoPilot,0
2017-12-17,Erfurt,SmartDesk,0
2017-12-17,Erfurt,HealthHub,0
2017-12-17,Erfurt,QuantumStorage,0
2017-12-17,Erfurt,LearningSphere,0
2017-12-17,Erfurt,AutoPilot,0
2017-12-17,Ilmenau,SmartDesk,0
2017-12-17,Ilmenau,HealthHub,0
2017-12-17,Ilmenau,QuantumStorage,0
2017-12-17,Ilmenau,LearningSphere,0
2017-12-17,Ilmenau,AutoPilot,0
2017-12-17,Jena,SmartDesk,0
2017-12-17,Jena,HealthHub,0
2017-12-17,Jena,QuantumStorage,0
2017-12-17,Jena,LearningSphere,0
2017-12-17,Jena,AutoPilot,0
2017-12-17,Weimar,SmartDesk,0
2017-12-17,Weimar,HealthHub,0
2017-12-17,Weimar,QuantumStorage,0
2017-12-17,Weimar,LearningSphere,0
2017-12-17,Weimar,AutoPilot,0
2017-12-18,Erfurt,SmartDesk,595
2017-12-18,Erfurt,HealthHub,741
2017-12-18,Erfurt,QuantumStorage,457
2017-12-18,Erfurt,LearningSphere,974
2017-12-18,Erfurt,AutoPilot,876
2017-12-18,Ilmenau,SmartDesk,489
2017-12-18,Ilmenau,HealthHub,301
2017-12-18,Ilmenau,QuantumStorage,0
2017-12-18,Ilmenau,LearningSphere,1094
2017-12-18,Ilmenau,AutoPilot,716
2017-12-18,Jena,SmartDesk,673
2017-12-18,Jena,HealthHub,371
2017-12-18,Jena,QuantumStorage,491
2017-12-18,Jena,LearningSphere,771
2017-12-18,Jena,AutoPilot,499
2017-12-18,Weimar,SmartDesk,116
2017-12-18,Weimar,HealthHub,126
2017-12-18,Weimar,QuantumStorage,355
2017-12-18,Weimar,LearningSphere,746
2017-12-18,Weimar,AutoPilot,595
2017-12-19,Erfurt,SmartDesk,339
2017-12-19,Erfurt,HealthHub,602
2017-12-19,Erfurt,QuantumStorage,369
2017-12-19,Erfurt,LearningSphere,557
2017-12-19,Erfurt,AutoPilot,731
2017-12-19,Ilmenau,SmartDesk,316
2017-12-19,Ilmenau,HealthHub,227
2017-12-19,Ilmenau,QuantumStorage,0
2017-12-19,Ilmenau,LearningSphere,550
2017-12-19,Ilmenau,AutoPilot,372
2017-12-19,Jena,SmartDesk,377
2017-12-19,Jena,HealthHub,222
2017-12-19,Jena,QuantumStorage,296
2017-12-19,Jena,LearningSphere,539
2017-12-19,Jena,AutoPilot,275
2017-12-19,Weimar,SmartDesk,80
2017-12-19,Weimar,HealthHub,96
2017-12-19,Weimar,QuantumStorage,252
2017-12-19,Weimar,LearningSphere,598
2017-12-19,Weimar,AutoPilot,339
2017-12-20,Erfurt,SmartDesk,469
2017-12-20,Erfurt,HealthHub,566
2017-12-20,Erfurt,QuantumStorage,346
2017-12-20,Erfurt,LearningSphere,800
2017-12-20,Erfurt,AutoPilot,673
2017-12-20,Ilmenau,SmartDesk,409
2017-12-20,Ilmenau,HealthHub,226
2017-12-20,Ilmenau,QuantumStorage,0
2017-12-20,Ilmenau,LearningSphere,809
2017-12-20,Ilmenau,AutoPilot,493
2017-12-20,Jena,SmartDesk,517
2017-12-20,Jena,HealthHub,309
2017-12-20,Jena,QuantumStorage,389
2017-12-20,Jena,LearningSphere,590
2017-12-20,Jena,AutoPilot,359
2017-12-20,Weimar,SmartDesk,94
2017-12-20,Weimar,HealthHub,96
2017-12-20,Weimar,QuantumStorage,346
2017-12-20,Weimar,LearningSphere,557
2017-12-20,Weimar,AutoPilot,469
2017-12-21,Erfurt,SmartDesk,496
2017-12-21,Erfurt,HealthHub,718
2017-12-21,Erfurt,QuantumStorage,409
2017-12-21,Erfurt,LearningSphere,954
2017-12-21,Erfurt,AutoPilot,860
2017-12-21,Ilmenau,SmartDesk,541
2017-12-21,Ilmenau,HealthHub,310
2017-12-21,Ilmenau,QuantumStorage,0
2017-12-21,Ilmenau,LearningSphere,807
2017-12-21,Ilmenau,AutoPilot,588
2017-12-21,Jena,SmartDesk,617
2017-12-21,Jena,HealthHub,334
2017-12-21,Jena,QuantumStorage,419
2017-12-21,Jena,LearningSphere,673
2017-12-21,Jena,AutoPilot,435
2017-12-21,Weimar,SmartDesk,119
2017-12-21,Weimar,HealthHub,125
2017-12-21,Weimar,QuantumStorage,344
2017-12-21,Weimar,LearningSphere,766
2017-12-21,Weimar,AutoPilot,496
2017-12-22,Erfurt,SmartDesk,466
2017-12-22,Erfurt,HealthHub,641
2017-12-22,Erfurt,QuantumStorage,307
2017-12-22,Erfurt,LearningSphere,806
2017-12-22,Erfurt,AutoPilot,611
2017-12-22,Ilmenau,SmartDesk,376
2017-12-22,Ilmenau,HealthHub,189
2017-12-22,Ilmenau,QuantumStorage,0
2017-12-22,Ilmenau,LearningSphere,785
2017-12-22,Ilmenau,AutoPilot,408
2017-12-22,Jena,SmartDesk,455
2017-12-22,Jena,HealthHub,310
2017-12-22,Jena,QuantumStorage,390
2017-12-22,Jena,LearningSphere,638
2017-12-22,Jena,AutoPilot,379
2017-12-22,Weimar,SmartDesk,81
2017-12-22,Weimar,HealthHub,91
2017-12-22,Weimar,QuantumStorage,274
2017-12-22,Weimar,LearningSphere,537
2017-12-22,Weimar,AutoPilot,466
2017-12-23,Erfurt,SmartDesk,0
2017-12-23,Erfurt,HealthHub,0
2017-12-23,Erfurt,QuantumStorage,0
2017-12-23,Erfurt,LearningSphere,0
2017-12-23,Erfurt,AutoPilot,0
2017-12-23,Ilmenau,SmartDesk,0
2017-12-23,Ilmenau,HealthHub,0
2017-12-23,Ilmenau,QuantumStorage,0
2017-12-23,Ilmenau,LearningSphere,0
2017-12-23,Ilmenau,AutoPilot,0
2017-12-23,Jena,SmartDesk,0
2017-12-23,Jena,HealthHub,0
2017-12-23,Jena,QuantumStorage,0
2017-12-23,Jena,LearningSphere,0
2017-12-23,Jena,AutoPilot,0
2017-12-23,Weimar,SmartDesk,0
2017-12-23,Weimar,HealthHub,0
2017-12-23,Weimar,QuantumStorage,0
2017-12-23,Weimar,LearningSphere,0
2017-12-23,Weimar,AutoPilot,0
2017-12-24,Erfurt,SmartDesk,0
2017-12-24,Erfurt,HealthHub,0
2017-12-24,Erfurt,QuantumStorage,0
2017-12-24,Erfurt,LearningSphere,0
2017-12-24,Erfurt,AutoPilot,0
2017-12-24,Ilmenau,SmartDesk,0
2017-12-24,Ilmenau,HealthHub,0
2017-12-24,Ilmenau,QuantumStorage,0
2017-12-24,Ilmenau,LearningSphere,0
2017-12-24,Ilmenau,AutoPilot,0
2017-12-24,Jena,SmartDesk,0
2017-12-24,Jena,HealthHub,0
2017-12-24,Jena,QuantumStorage,0
2017-12-24,Jena,LearningSphere,0
2017-12-24,Jena,AutoPilot,0
2017-12-24,Weimar,SmartDesk,0
2017-12-24,Weimar,HealthHub,0
2017-12-24,Weimar,QuantumStorage,0
2017-12-24,Weimar,LearningSphere,0
2017-12-24,Weimar,AutoPilot,0
2017-12-25,Erfurt,SmartDesk,601
2017-12-25,Erfurt,HealthHub,901
2017-12-25,Erfurt,QuantumStorage,474
2017-12-25,Erfurt,LearningSphere,1028
2017-12-25,Erfurt,AutoPilot,900
2017-12-25,Ilmenau,SmartDesk,535
2017-12-25,Ilmenau,HealthHub,278
2017-12-25,Ilmenau,QuantumStorage,0
2017-12-25,Ilmenau,LearningSphere,924
2017-12-25,Ilmenau,AutoPilot,692
2017-12-25,Jena,SmartDesk,711
2017-12-25,Jena,HealthHub,407
2017-12-25,Jena,QuantumStorage,455
2017-12-25,Jena,LearningSphere,819
2017-12-25,Jena,AutoPilot,434
2017-12-25,Weimar,SmartDesk,126
2017-12-25,Weimar,HealthHub,129
2017-12-25,Weimar,QuantumStorage,369
2017-12-25,Weimar,LearningSphere,712
2017-12-25,Weimar,AutoPilot,601
2017-12-26,Erfurt,SmartDesk,402
2017-12-26,Erfurt,HealthHub,554
2017-12-26,Erfurt,QuantumStorage,369
2017-12-26,Erfurt,LearningSphere,596
2017-12-26,Erfurt,AutoPilot,602
2017-12-26,Ilmenau,SmartDesk,361
2017-12-26,Ilmenau,HealthHub,231
2017-12-26,Ilmenau,QuantumStorage,0
2017-12-26,Ilmenau,LearningSphere,586
2017-12-26,Ilmenau,AutoPilot,455
2017-12-26,Jena,SmartDesk,479
2017-12-26,Jena,HealthHub,232
2017-12-26,Jena,QuantumStorage,317
2017-12-26,Jena,LearningSphere,633
2017-12-26,Jena,AutoPilot,344
2017-12-26,Weimar,SmartDesk,88
2017-12-26,Weimar,HealthHub,67
2017-12-26,Weimar,QuantumStorage,285
2017-12-26,Weimar,LearningSphere,503
2017-12-26,Weimar,AutoPilot,402
2017-12-27,Erfurt,SmartDesk,509
2017-12-27,Erfurt,HealthHub,681
2017-12-27,Erfurt,QuantumStorage,418
2017-12-27,Erfurt,LearningSphere,760
2017-12-27,Erfurt,AutoPilot,682
2017-12-27,Ilmenau,SmartDesk,419
2017-12-27,Ilmenau,HealthHub,272
2017-12-27,Ilmenau,QuantumStorage,0
2017-12-27,Ilmenau,LearningSphere,738
2017-12-27,Ilmenau,AutoPilot,555
2017-12-27,Jena,SmartDesk,566
2017-12-27,Jena,HealthHub,336
2017-12-27,Jena,QuantumStorage,374
2017-12-27,Jena,LearningSphere,658
2017-12-27,Jena,AutoPilot,338
2017-12-27,Weimar,SmartDesk,96
2017-12-27,Weimar,HealthHub,96
2017-12-27,Weimar,QuantumStorage,334
2017-12-27,Weimar,LearningSphere,659
2017-12-27,Weimar,AutoPilot,509
2017-12-28,Erfurt,SmartDesk,579
2017-12-28,Erfurt,HealthHub,837
2017-12-28,Erfurt,QuantumStorage,425
2017-12-28,Erfurt,LearningSphere,925
2017-12-28,Erfurt,AutoPilot,921
2017-12-28,Ilmenau,SmartDesk,511
2017-12-28,Ilmenau,HealthHub,315
2017-12-28,Ilmenau,QuantumStorage,0
2017-12-28,Ilmenau,LearningSphere,811
2017-12-28,Ilmenau,AutoPilot,585
2017-12-28,Jena,SmartDesk,518
2017-12-28,Jena,HealthHub,329
2017-12-28,Jena,QuantumStorage,424
2017-12-28,Jena,LearningSphere,656
2017-12-28,Jena,AutoPilot,444
2017-12-28,Weimar,SmartDesk,96
2017-12-28,Weimar,HealthHub,94
2017-12-28,Weimar,QuantumStorage,319
2017-12-28,Weimar,LearningSphere,675
2017-12-28,Weimar,AutoPilot,579
2017-12-29,Erfurt,SmartDesk,490
2017-12-29,Erfurt,HealthHub,583
2017-12-29,Erfurt,QuantumStorage,378
2017-12-29,Erfurt,LearningSphere,599
2017-12-29,Erfurt,AutoPilot,793
2017-12-29,Ilmenau,SmartDesk,385
2017-12-29,Ilmenau,HealthHub,232
2017-12-29,Ilmenau,QuantumStorage,0
2017-12-29,Ilmenau,LearningSphere,683
2017-12-29,Ilmenau,AutoPilot,479
2017-12-29,Jena,SmartDesk,458
2017-12-29,Jena,HealthHub,245
2017-12-29,Jena,QuantumStorage,394
2017-12-29,Jena,LearningSphere,624
2017-12-29,Jena,AutoPilot,384
2017-12-29,Weimar,SmartDesk,75
2017-12-29,Weimar,HealthHub,86
2017-12-29,Weimar,QuantumStorage,290
2017-12-29,Weimar,LearningSphere,491
2017-12-29,Weimar,AutoPilot,490
2017-12-30,Erfurt,SmartDesk,0
2017-12-30,Erfurt,HealthHub,0
2017-12-30,Erfurt,QuantumStorage,0
2017-12-30,Erfurt,LearningSphere,0
2017-12-30,Erfurt,AutoPilot,0
2017-12-30,Ilmenau,SmartDesk,0
2017-12-30,Ilmenau,HealthHub,0
2017-12-30,Ilmenau,QuantumStorage,0
2017-12-30,Ilmenau,LearningSphere,0
2017-12-30,Ilmenau,AutoPilot,0
2017-12-30,Jena,SmartDesk,0
2017-12-30,Jena,HealthHub,0
2017-12-30,Jena,QuantumStorage,0
2017-12-30,Jena,LearningSphere,0
2017-12-30,Jena,AutoPilot,0
2017-12-30,Weimar,SmartDesk,0
2017-12-30,Weimar,HealthHub,0
2017-12-30,Weimar,QuantumStorage,0
2017-12-30,Weimar,LearningSphere,0
2017-12-30,Weimar,AutoPilot,0
2017-12-31,Erfurt,SmartDesk,0
2017-12-31,Erfurt,HealthHub,0
2017-12-31,Erfurt,QuantumStorage,0
2017-12-31,Erfurt,LearningSphere,0
2017-12-31,Erfurt,AutoPilot,0
2017-12-31,Ilmenau,SmartDesk,0
2017-12-31,Ilmenau,HealthHub,0
2017-12-31,Ilmenau,QuantumStorage,0
2017-12-31,Ilmenau,LearningSphere,0
2017-12-31,Ilmenau,AutoPilot,0
2017-12-31,Jena,SmartDesk,0
2017-12-31,Jena,HealthHub,0
2017-12-31,Jena,QuantumStorage,0
2017-12-31,Jena,LearningSphere,0
2017-12-31,Jena,AutoPilot,0
2017-12-31,Weimar,SmartDesk,0
2017-12-31,Weimar,HealthHub,0
2017-12-31,Weimar,QuantumStorage,0
2017-12-31,Weimar,LearningSphere,0
2017-12-31,Weimar,AutoPilot,0
2018-01-01,Erfurt,SmartDesk,638
2018-01-01,Erfurt,HealthHub,859
2018-01-01,Erfurt,QuantumStorage,521
2018-01-01,Erfurt,LearningSphere,959
2018-01-01,Erfurt,AutoPilot,991
2018-01-01,Ilmenau,SmartDesk,561
2018-01-01,Ilmenau,HealthHub,276
2018-01-01,Ilmenau,QuantumStorage,0
2018-01-01,Ilmenau,LearningSphere,991
2018-01-01,Ilmenau,AutoPilot,620
2018-01-01,Jena,SmartDesk,684
2018-01-01,Jena,HealthHub,379
2018-01-01,Jena,QuantumStorage,546
2018-01-01,Jena,LearningSphere,810
2018-01-01,Jena,AutoPilot,509
2018-01-01,Weimar,SmartDesk,117
2018-01-01,Weimar,HealthHub,123
2018-01-01,Weimar,QuantumStorage,423
2018-01-01,Weimar,LearningSphere,841
2018-01-01,Weimar,AutoPilot,638
2018-01-02,Erfurt,SmartDesk,393
2018-01-02,Erfurt,HealthHub,506
2018-01-02,Erfurt,QuantumStorage,285
2018-01-02,Erfurt,LearningSphere,728
2018-01-02,Erfurt,AutoPilot,738
2018-01-02,Ilmenau,SmartDesk,366
2018-01-02,Ilmenau,HealthHub,216
2018-01-02,Ilmenau,QuantumStorage,0
2018-01-02,Ilmenau,LearningSphere,569
2018-01-02,Ilmenau,AutoPilot,464
2018-01-02,Jena,SmartDesk,463
2018-01-02,Jena,HealthHub,295
2018-01-02,Jena,QuantumStorage,326
2018-01-02,Jena,LearningSphere,602
2018-01-02,Jena,AutoPilot,364
2018-01-02,Weimar,SmartDesk,77
2018-01-02,Weimar,HealthHub,85
2018-01-02,Weimar,QuantumStorage,235
2018-01-02,Weimar,LearningSphere,504
2018-01-02,Weimar,AutoPilot,393
2018-01-03,Erfurt,SmartDesk,464
2018-01-03,Erfurt,HealthHub,609
2018-01-03,Erfurt,QuantumStorage,371
2018-01-03,Erfurt,LearningSphere,679
2018-01-03,Erfurt,AutoPilot,832
2018-01-03,Ilmenau,SmartDesk,397
2018-01-03,Ilmenau,HealthHub,220
2018-01-03,Ilmenau,QuantumStorage,0
2018-01-03,Ilmenau,LearningSphere,821
2018-01-03,Ilmenau,AutoPilot,529
2018-01-03,Jena,SmartDesk,562
2018-01-03,Jena,HealthHub,291
2018-01-03,Jena,QuantumStorage,408
2018-01-03,Jena,LearningSphere,599
2018-01-03,Jena,AutoPilot,355
2018-01-03,Weimar,SmartDesk,79
2018-01-03,Weimar,HealthHub,98
2018-01-03,Weimar,QuantumStorage,335
2018-01-03,Weimar,LearningSphere,579
2018-01-03,Weimar,AutoPilot,464
2018-01-04,Erfurt,SmartDesk,593
2018-01-04,Erfurt,HealthHub,735
2018-01-04,Erfurt,QuantumStorage,445
2018-01-04,Erfurt,LearningSphere,839
2018-01-04,Erfurt,AutoPilot,948
2018-01-04,Ilmenau,SmartDesk,495
2018-01-04,Ilmenau,HealthHub,263
2018-01-04,Ilmenau,QuantumStorage,0
2018-01-04,Ilmenau,LearningSphere,1004
2018-01-04,Ilmenau,AutoPilot,591
2018-01-04,Jena,SmartDesk,630
2018-01-04,Jena,HealthHub,342
2018-01-04,Jena,QuantumStorage,515
2018-01-04,Jena,LearningSphere,697
2018-01-04,Jena,AutoPilot,427
2018-01-04,Weimar,SmartDesk,105
2018-01-04,Weimar,HealthHub,102
2018-01-04,Weimar,QuantumStorage,377
2018-01-04,Weimar,LearningSphere,762
2018-01-04,Weimar,AutoPilot,593
2018-01-05,Erfurt,SmartDesk,423
2018-01-05,Erfurt,HealthHub,566
2018-01-05,Erfurt,QuantumStorage,339
2018-01-05,Erfurt,LearningSphere,685
2018-01-05,Erfurt,AutoPilot,789
2018-01-05,Ilmenau,SmartDesk,373
2018-01-05,Ilmenau,HealthHub,216
2018-01-05,Ilmenau,QuantumStorage,0
2018-01-05,Ilmenau,LearningSphere,662
2018-01-05,Ilmenau,AutoPilot,453
2018-01-05,Jena,SmartDesk,417
2018-01-05,Jena,HealthHub,319
2018-01-05,Jena,QuantumStorage,360
2018-01-05,Jena,LearningSphere,608
2018-01-05,Jena,AutoPilot,337
2018-01-05,Weimar,SmartDesk,70
2018-01-05,Weimar,HealthHub,72
2018-01-05,Weimar,QuantumStorage,269
2018-01-05,Weimar,LearningSphere,482
