height,weight,gender
170.2,67.3,0
161.8,58.6,0
153.8,53.7,0
160.7,62.3,0
161.6,56.1,0
166.0,79.0,1
172.8,67.9,0
157.6,55.4,0
170.8,68.6,0
155.0,60.9,0
157.9,54.1,0
161.0,65.9,0
164.4,73.3,1
183.3,90.3,1
180.4,92.5,1
148.4,43.7,0
172.0,67.0,0
159.9,62.0,0
183.6,87.4,1
164.7,64.1,0
161.8,57.9,0
168.6,67.8,0
166.6,71.3,0
171.9,77.8,1
172.8,85.9,1
175.7,88.9,1
190.5,103.0,1
149.0,43.8,0
150.6,49.2,0
166.1,77.6,1
179.6,87.1,1
159.0,54.2,0
173.3,88.0,1
167.0,81.4,1
171.4,74.6,0
176.1,87.6,1
162.4,72.1,1
177.9,91.1,1
175.1,90.6,1
178.9,90.8,1
164.1,64.9,0
183.3,90.1,1
159.1,64.8,0
171.1,75.9,1
163.8,60.0,0
149.2,50.1,0
164.6,69.3,0
179.8,87.1,1
142.4,40.6,0
157.2,61.1,0
180.3,83.1,1
180.9,82.9,1
157.7,65.7,0
189.3,98.2,1
168.2,75.9,1
152.8,50.5,0
156.2,52.5,0
163.0,61.3,0
154.7,58.5,0
162.3,66.1,0
179.9,92.5,1
170.5,76.2,0
160.7,55.8,0
164.5,80.4,1
178.3,91.3,1
169.4,73.8,1
161.5,60.4,0
184.9,94.7,1
164.7,67.0,0
187.2,105.6,1
170.1,68.4,0
168.5,71.5,0
171.2,72.4,0
165.3,69.0,0
163.1,71.8,0
161.8,69.4,0
175.8,84.2,1
175.1,94.2,1
159.0,52.1,0
160.6,54.4,0
175.5,88.1,1
171.4,79.5,0
180.1,97.6,1
175.8,79.9,1
179.2,95.3,1
184.4,93.0,1
153.9,58.1,0
185.9,100.6,1
153.6,55.2,0
179.7,90.4,1
161.9,72.7,1
175.9,86.0,1
173.0,76.1,1
159.5,66.2,0
155.0,55.2,0
164.8,65.4,0
174.3,70.9,0
184.6,98.7,1
174.5,94.4,1
181.1,96.2,1
161.3,62.7,0
178.6,87.7,1
176.6,91.0,1
166.5,74.6,0
172.2,77.7,1
166.4,73.5,0
153.5,46.1,0
169.6,68.4,0
162.7,60.2,0
154.5,59.6,0
154.0,52.8,0
179.3,93.3,1
156.6,58.7,0
161.0,58.8,0
184.6,92.3,1
155.1,52.8,0
168.8,72.6,0
163.2,67.2,0
162.3,58.1,0
173.8,80.3,1
156.5,64.4,0
160.8,71.2,1
188.0,98.8,1
178.0,93.2,1
172.3,70.9,0
180.3,83.3,1
174.3,85.1,1
160.3,54.9,0
161.0,60.3,0
162.2,60.3,0
163.4,58.3,0
174.1,88.1,1
158.1,53.0,0
172.3,76.9,1
168.6,78.4,1
162.3,65.5,0
183.4,88.4,1
177.7,85.6,1
170.8,84.5,1
174.0,83.5,1
181.8,80.0,1
193.0,102.7,1
161.2,58.1,0
152.5,44.3,0
178.3,89.6,1
176.6,87.6,1
182.9,85.5,1
166.7,70.7,0
177.8,96.2,1
157.0,65.6,0
158.8,53.4,0
176.3,81.0,1
165.5,61.6,0
164.5,64.5,0
172.0,76.5,1
160.3,62.7,0
161.7,56.6,0
156.5,57.0,0
164.6,63.0,0
160.7,58.3,0
169.8,71.5,0
162.9,64.0,0
180.1,89.8,1
166.3,70.1,0
181.5,84.2,1
174.5,84.7,1
172.6,77.7,0
183.0,92.5,1
164.1,64.2,0
175.7,80.6,1
175.2,83.3,0
155.3,50.2,0
165.1,65.0,0
170.5,68.0,0
175.6,86.5,1
151.8,50.3,0
165.4,74.5,1
172.6,86.6,1
189.3,102.3,1
165.6,59.1,0
154.8,55.9,0
179.5,84.3,1
175.1,88.1,1
155.2,53.9,0
181.7,96.4,1
193.0,104.9,1
178.4,89.9,1
159.2,57.5,0
169.1,86.1,1
177.4,89.3,1
175.3,79.1,1
175.8,76.1,1
174.7,85.3,1
181.5,95.1,1
167.9,70.1,0
162.0,63.2,0
161.3,62.0,0
179.6,92.9,1
163.1,68.3,0
172.0,71.3,0
169.6,76.2,1
163.0,67.7,0
173.3,82.7,1
176.5,79.0,0
156.3,60.3,0
174.8,83.8,1
179.9,88.9,1
165.3,62.4,0
183.1,93.2,1
160.6,63.6,0
153.1,52.3,0
165.1,62.5,0
160.5,66.7,0
150.7,45.4,0
161.9,65.7,0
170.0,75.7,1
156.3,52.3,0
162.0,63.7,0
172.0,66.0,0
172.9,77.6,1
171.5,76.8,0
191.9,103.4,1
168.5,70.9,0
171.9,79.3,1
173.5,68.3,0
171.5,85.5,1
164.4,69.4,0
172.0,85.0,1
154.2,52.9,0
165.7,76.0,1
178.5,83.4,1
167.7,75.8,1
185.0,92.1,1
178.6,83.6,1
163.2,68.7,0
174.5,78.5,0
168.1,79.8,1
152.0,46.1,0
171.2,71.6,0
178.6,83.4,1
166.0,72.1,1
155.3,50.6,0
171.3,77.7,1
154.9,49.9,0
163.6,67.3,0
172.1,80.8,1
172.9,77.2,1
161.2,66.9,1
170.3,71.4,1
175.6,87.2,1
170.6,81.0,1
172.8,84.4,1
151.2,56.6,0
172.6,81.1,1
156.8,60.1,0
185.1,95.9,1
169.2,64.0,0
166.8,58.6,0
178.7,89.7,1
149.7,47.8,0
154.1,58.6,1
164.4,64.4,0
168.7,71.1,0
189.0,109.3,1
160.6,63.6,0
165.8,61.9,0
165.0,70.4,0
158.5,54.0,0
162.3,62.1,0
158.2,66.2,0
185.1,88.1,1
159.3,57.3,0
161.0,60.1,0
179.5,87.8,1
172.5,79.1,1
162.5,64.6,0
166.0,71.2,0
155.6,64.1,0
162.3,62.3,0
174.3,92.1,1
170.7,70.8,0
174.0,76.7,1
183.2,90.9,1
180.1,94.3,1
151.8,60.5,0
160.8,59.7,0
167.3,79.1,1
154.1,50.2,0
186.5,99.2,1
161.7,55.4,0
188.8,100.0,1
161.7,67.7,0
176.8,80.1,1
165.4,74.1,0
161.9,61.8,0
166.3,67.4,0
161.6,75.8,1
180.6,89.5,1
165.2,66.1,0
169.0,74.4,0
192.6,104.8,1
161.5,55.6,0
156.9,54.1,0
164.9,64.7,0
170.4,60.4,0
174.2,90.5,1
177.6,77.2,1
180.2,86.0,1
175.8,82.2,1
163.2,67.3,0
161.1,54.5,0
174.9,80.3,1
181.8,95.3,1
174.4,93.7,1
184.7,99.4,1
180.9,89.8,1
178.0,86.0,1
182.7,92.9,1
163.5,61.5,0
176.2,88.1,1
166.9,68.5,1
181.1,86.1,1
155.0,53.5,0
173.1,89.4,1
180.0,89.7,1
152.7,48.5,0
186.5,98.0,1
154.5,62.5,1
165.3,75.0,1
165.9,64.2,0
145.7,51.8,0
161.8,63.0,0
163.7,68.9,0
182.9,89.0,1
179.4,89.1,1
178.2,87.2,1
160.8,59.4,0
173.7,86.6,1
167.9,66.3,1
181.3,90.2,1
182.5,99.4,1
170.9,87.3,1
156.4,53.2,0
160.5,57.3,0
166.1,73.0,1
165.0,61.3,0
171.2,71.0,0
158.0,61.8,0
167.4,62.5,0
169.9,78.1,1
171.6,81.8,1
170.2,71.0,1
163.7,61.0,0
174.0,74.6,1
164.0,62.5,0
164.9,71.9,1
163.7,76.6,1
179.0,90.0,1
161.8,62.1,0
182.4,96.6,1
165.2,67.6,0
169.0,68.9,0
174.0,78.3,1
168.5,81.5,1
181.9,95.1,1
154.2,55.9,0
155.5,56.4,0
150.2,48.7,0
156.9,57.6,0
154.3,55.7,0
165.6,68.9,1
181.4,81.6,1
177.0,86.0,1
168.5,78.2,1
180.3,87.1,1
149.9,53.0,0
179.6,93.2,1
165.9,74.0,1
181.8,92.2,1
158.5,59.1,0
173.3,66.0,0
158.0,50.4,0
165.8,70.1,0
180.8,88.6,1
160.6,64.5,1
181.1,93.5,1
179.2,88.5,1
166.5,74.6,1
162.6,71.6,1
183.6,89.2,1
176.4,87.5,1
186.1,100.4,1
160.5,63.7,0
168.9,74.1,1
157.1,55.5,0
162.5,59.2,0
179.4,82.0,1
178.7,95.9,1
173.8,85.7,1
165.4,69.6,0
170.7,88.1,1
183.6,94.6,1
176.1,81.8,1
175.1,80.8,1
156.8,59.3,0
180.7,88.2,1
168.1,77.8,1
166.3,66.3,0
164.9,55.6,0
161.7,73.0,1
153.0,61.5,0
178.7,84.3,0
161.3,56.0,0
165.7,79.4,1
149.5,41.9,0
174.7,76.6,0
168.4,74.8,0
159.0,56.1,0
168.5,80.0,1
179.6,92.0,1
157.5,55.0,0
181.4,96.8,1
191.7,93.7,1
168.4,63.5,0
160.1,56.9,0
184.5,87.2,1
163.8,66.3,0
167.0,74.0,1
156.1,57.3,0
155.5,57.7,0
157.4,63.0,0
168.4,73.7,1
159.5,56.6,0
154.5,52.8,0
158.6,53.5,0
182.8,92.1,1
151.3,48.9,0
164.0,61.0,0
165.3,64.7,0
162.3,64.9,0
162.8,62.0,0
162.4,57.1,0
170.5,78.3,1
177.5,90.8,1
158.9,55.8,0
185.7,97.2,1
151.6,51.9,0
167.5,56.9,0
163.4,57.2,0
162.3,59.7,0
170.7,77.6,0
159.5,62.3,1
170.2,90.4,1
181.6,93.4,1
188.5,104.8,1
155.0,48.5,0
178.7,84.3,1
158.7,63.8,0
167.1,77.2,1
167.3,79.2,1
169.3,76.2,1
175.7,84.8,1
168.1,70.9,0
177.2,81.0,1
180.2,92.2,1
180.7,87.2,1
166.8,67.8,0
171.1,86.0,1
167.8,65.0,0
175.5,83.2,1
185.6,94.2,1
179.0,94.7,1
156.7,53.1,0
173.0,70.5,0
179.6,88.0,0
167.6,68.8,0
177.7,87.7,1
170.9,81.7,1
165.7,68.1,0
160.2,58.3,0
158.1,51.4,0
182.5,94.7,1
165.1,65.2,0
169.5,73.9,0
192.0,108.6,1
163.4,61.3,0
175.0,89.1,1
177.6,84.1,1
161.6,59.6,0
156.6,52.5,0
177.0,92.2,1
175.0,74.5,1
173.8,69.7,0
159.2,56.4,0
176.3,84.1,1
170.0,70.7,0
165.2,63.6,0
148.2,50.0,0
176.9,87.5,1
158.1,58.6,1
165.3,63.5,0
167.8,77.2,1
164.9,61.8,0
156.7,58.9,0
158.0,60.6,0
169.2,87.0,1
179.7,89.0,1
159.8,62.2,0
151.9,59.4,0
183.3,91.3,1
174.8,78.6,0
173.9,82.6,1
160.3,67.5,0
155.4,64.6,0
177.9,80.1,1
182.4,87.5,1
169.9,76.4,1
167.3,77.0,1
147.9,52.1,0
153.2,61.1,0
170.7,80.0,0
163.4,66.0,0
173.6,90.2,1
175.3,77.3,1
152.4,51.9,0
162.4,65.2,0
162.1,60.1,0
169.1,70.0,0
151.8,54.1,0
160.0,58.7,0
161.5,60.7,0
167.6,80.4,1
170.4,69.5,1
184.4,90.3,1
183.4,98.9,1
166.3,61.2,0
165.6,75.6,1
178.4,87.5,1
156.7,57.2,0
161.8,66.0,0
174.7,81.6,1
155.7,55.2,0
173.6,94.2,1
164.3,79.9,1
166.5,68.1,0
168.2,70.3,0
176.0,81.4,1
157.2,52.0,0
161.4,71.1,1
155.1,55.6,1
171.6,77.7,1
154.5,57.8,0
157.6,55.1,0
171.9,78.6,1
158.1,54.9,0
177.9,81.8,1
169.0,81.2,1
173.4,83.0,1
159.0,65.6,1
169.0,75.0,1
168.9,74.5,0
163.7,72.1,1
187.6,93.2,1
184.0,91.5,1
170.8,69.9,0
172.9,85.9,1
178.5,87.4,1
175.3,82.0,1
162.3,76.3,1
159.0,58.0,0
178.6,90.3,1
178.1,98.4,1
163.1,65.1,0
176.2,95.5,1
165.3,59.7,0
181.5,91.6,1
168.2,76.8,1
156.6,53.5,0
153.9,56.5,0
165.8,76.5,1
172.7,85.1,1
156.4,52.9,0
164.8,62.8,0
168.1,69.7,0
150.5,53.3,0
167.3,72.5,0
159.9,59.5,0
166.2,56.1,0
172.2,82.8,1
174.2,80.8,1
168.1,75.6,1
167.8,77.5,1
175.7,85.9,1
161.3,61.2,0
155.0,54.6,0
159.2,61.2,0
172.3,78.4,1
155.7,52.2,0
166.4,60.0,0
172.3,81.8,0
158.8,58.6,0
173.9,77.8,0
